"chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","position.x","ep_next","ep_this","event_points","first_name","form.x","id.x","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90","plural_name","plural_name_short","singular_name","singular_name_short","squad_select","squad_min_play","squad_max_play","ui_shirt_specific","element_count","draw","form.y","id.y","loss","name","played","points","position.y","short_name","strength","team_division","unavailable","win","strength_overall_home","strength_overall_away","strength_attack_home","strength_attack_away","strength_defence_home","strength_defence_away","pulse_id","player"
NA,NA,474908,0,0,0,0,0,3,"-0.5","0.0",0,"Jadan","0.0",724,FALSE,"",NA,45,"474908.jpg","0.0","Raymond","0.0",FALSE,NA,"a",8,31,0,670,29,476,50,"0.0","0.0","Raymond",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",679,271,673,270,665,268,685,274,NA,"",NA,"",NA,"",0,0,0,0,0,0,425,245,611,230,686,276,725,297,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,8,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1095,1100,1110,1150,1090,1085,6,"Jadan Raymond"
NA,NA,501468,0,0,0,0,0,2,"-0.5","0.0",0,"Tayo","0.0",763,FALSE,"",NA,40,"501468.jpg","0.0","Adaramola","0.0",FALSE,NA,"a",8,31,0,724,246,281,161,"0.0","0.0","Adaramola",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",576,219,561,217,536,208,583,219,NA,"",NA,"",NA,"",0,0,0,0,0,0,705,211,474,184,589,216,690,239,0,0,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,8,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1095,1100,1110,1150,1090,1085,6,"Tayo Adaramola"
100,100,120250,0,0,-1,1,0,3,"2.2","2.2",1,"André","2.2",244,FALSE,"","2023-09-28T17:00:09.015970Z",44,"120250.jpg","3.0","Tavares Gomes","0.1",FALSE,NA,"a",9,11,9,10258,1156,25473,1476,"0.5","2.0","André Gomes",157,1,0,1,2,0,0,0,2,0,0,0,32,"36.8","46.0","25.0","10.6",1,"0.13","0.09","0.22","2.90",399,178,313,167,334,169,388,177,NA,"",NA,"",NA,"",0.07,0,0.05,0.12,1.66,1.15,495,288,149,68,144,66,379,123,0.57,0.57,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"André Tavares Gomes"
100,100,480455,0,0,1,-1,1,2,"0.5","0.5",1,"Jarrad","0.5",245,FALSE,"","2023-12-10T19:30:09.541373Z",41,"480455.jpg","2.6","Branthwaite","3.3",FALSE,NA,"a",9,11,45,489349,39914,195178,42765,"0.1","11.0","Branthwaite",1530,0,0,5,23,0,0,0,6,0,0,5,282,"314.4","43.2","61.0","41.8",17,"0.40","0.94","1.34","23.14",94,33,318,106,241,66,198,55,NA,"",NA,"",NA,"",0.02,0,0.06,0.08,1.36,1.35,634,163,303,107,192,56,107,43,1,0.29,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Jarrad Branthwaite"
100,100,177815,0,0,-2,2,0,4,"1.8","1.8",2,"Dominic","1.8",246,FALSE,"","2024-01-05T01:30:10.270532Z",58,"177815.jpg","2.8","Calvert-Lewin","1.0",FALSE,NA,"a",9,11,45,348056,6604,348968,22732,"0.3","7.8","Calvert-Lewin",1073,3,1,6,17,0,0,0,1,0,0,3,99,"157.4","134.9","438.0","71.9",13,"6.71","0.54","7.24","16.86",251,31,159,22,29,14,90,16,NA,"",NA,"",1,"",0.56,0,0.05,0.61,1.41,1.43,74,23,202,27,179,27,189,32,1.09,0.5,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,99,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Dominic Calvert-Lewin"
100,100,59949,0,0,-1,1,0,2,"0.2","0.2",1,"Seamus","0.2",247,FALSE,"","2023-12-08T02:00:09.322503Z",44,"59949.jpg","3.5","Coleman","0.0",FALSE,NA,"a",9,11,7,2240,437,5712,183,"0.0","1.6","Coleman",93,0,0,1,0,0,0,0,0,0,0,0,31,"16.0","2.2","2.0","2.1",1,"0.00","0.06","0.06","1.10",432,157,428,158,423,156,455,161,NA,"",NA,"",NA,"",0,0,0.06,0.06,1.06,0,486,88,351,126,87,18,560,207,0.97,0.97,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Seamus Coleman"
0,0,108823,0,0,-2,2,0,3,"0.0","0.0",0,"Dele","0.0",248,FALSE,"Hip injury - Unknown return date","2023-08-06T23:30:05.714102Z",48,"108823.jpg","0.0","Alli","0.0",FALSE,NA,"i",9,11,0,717,44,3550,49,"0.0","0.0","Dele",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",728,308,724,306,720,305,730,308,NA,"",NA,"",NA,"",0,0,0,0,0,0,277,178,677,276,730,308,641,246,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Dele Alli"
75,50,121599,0,0,0,0,2,3,"0.2","0.1",0,"Abdoulaye","0.2",249,FALSE,"Hamstring injury - 75% chance of playing","2023-12-16T22:30:09.474778Z",55,"121599.jpg","4.5","Doucouré","0.7",FALSE,NA,"d",9,11,76,381254,1082,350151,18260,"0.0","13.8","A.Doucoure",1442,6,2,5,20,0,0,0,4,0,0,7,244,"339.0","293.6","447.0","108.3",17,"5.62","0.96","6.58","22.23",77,29,54,44,26,13,35,24,NA,"",NA,"",NA,"",0.35,0,0.06,0.41,1.39,1.25,102,62,370,173,30,20,213,66,1.06,0.31,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Abdoulaye Doucouré"
100,100,232928,0,0,-1,1,0,3,"2.0","2.0",2,"James","2.0",250,FALSE,"","2023-12-08T02:00:09.372583Z",49,"232928.jpg","2.6","Garner","0.1",FALSE,NA,"a",9,11,49,28486,596,24896,1130,"0.4","10.0","Garner",1606,1,1,5,27,0,0,0,3,0,0,2,238,"309.6","356.5","140.0","80.6",18,"1.71","2.28","3.99","25.27",101,38,37,30,137,86,70,50,3,"",4,"",NA,"",0.1,0,0.13,0.23,1.42,1.51,251,158,176,75,208,92,410,133,1.01,0.28,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"James Garner"
0,0,160987,0,0,-1,1,0,3,"0.0","0.0",0,"Jean-Philippe","0.0",251,FALSE,"Contract cancelled","2023-09-02T08:58:34.528089Z",44,"160987.jpg","0.0","Gbamin","0.0",FALSE,NA,"u",9,11,0,330,0,2458,23,"0.0","0.0","Gbamin",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",618,234,605,234,589,229,623,237,NA,"",NA,"",NA,"",0,0,0,0,0,0,498,291,532,190,630,243,668,265,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Jean-Philippe Gbamin"
NA,NA,198826,0,0,-2,2,0,2,"1.5","1.5",0,"Ben","1.5",252,FALSE,"",NA,43,"198826.jpg","3.5","Godfrey","0.1",FALSE,NA,"a",9,11,7,5429,256,13022,410,"0.3","1.6","Godfrey",91,0,0,1,0,0,0,0,0,0,0,0,24,"9.6","0.8","0.0","1.0",1,"0.00","0.00","0.00","1.14",446,163,443,166,576,236,468,166,NA,"",NA,"",NA,"",0,0,0,0,1.13,0,591,141,208,70,86,17,387,148,0.99,0.99,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Ben Godfrey"
0,0,172632,0,0,-2,2,0,3,"0.0","0.0",0,"Demarai","0.0",253,FALSE,"Permanent transfer to Al-Ettifaq","2023-09-08T08:19:32.417883Z",53,"172632.jpg","0.0","Gray","0.1",FALSE,NA,"u",9,11,0,1890,0,30884,87,"0.0","0.0","Gray",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",758,330,757,330,755,330,758,330,NA,"",NA,"",NA,"",0,0,0,0,0,0,139,87,732,316,758,330,455,150,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Demarai Gray"
0,0,80801,0,0,-2,2,0,3,"0.0","0.0",0,"Idrissa","0.0",254,FALSE,"International Duty - Unknown return date","2023-12-30T22:30:09.692272Z",48,"80801.jpg","1.9","Gueye","0.0",FALSE,NA,"i",9,11,26,3364,42,6099,221,"0.0","5.4","Gana",1013,1,0,2,17,0,0,0,6,0,0,2,145,"158.6","139.3","84.0","38.2",13,"0.92","0.54","1.46","15.90",250,103,151,100,199,113,217,107,NA,"",NA,"",NA,"",0.08,0,0.05,0.13,1.41,1.51,275,176,675,274,309,127,557,204,1.15,0.18,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Idrissa Gueye"
0,0,194164,0,0,0,0,0,2,"0.0","0.0",0,"Mason","0.0",255,FALSE,"Season-long loan to Southampton","2023-08-28T07:56:52.861113Z",40,"194164.jpg","0.0","Holgate","0.4",FALSE,NA,"u",9,11,0,4656,0,135626,1653,"0.0","0.0","Holgate",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",531,189,517,188,491,178,539,190,NA,"",NA,"",NA,"",0,0,0,0,0,0,652,173,428,153,544,186,257,101,0,0,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Mason Holgate"
100,100,106611,0,0,-2,2,1,2,"4.0","4.0",1,"Michael","4.0",257,FALSE,"","2023-12-14T18:00:09.055302Z",43,"106611.jpg","2.6","Keane","0.2",FALSE,NA,"a",9,11,18,14981,2179,23961,1330,"0.9","4.2","Keane",403,1,0,1,11,0,0,0,1,0,0,2,69,"106.0","4.0","90.0","20.0",4,"0.56","0.06","0.62","9.61",301,120,421,153,191,41,326,118,NA,"",NA,"",NA,"",0.13,0,0.01,0.14,2.15,2.46,576,129,45,11,194,58,307,118,0.89,0.22,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Michael Keane"
25,100,433154,0,0,-1,1,1,3,"0.9","3.5",1,"Dwight","3.5",259,FALSE,"Ankle injury - 25% chance of playing","2024-01-05T01:30:10.392311Z",54,"433154.jpg","3.6","McNeil","0.5",FALSE,NA,"d",9,11,62,102378,6384,59641,23845,"0.6","11.5","McNeil",1365,2,4,6,17,0,0,0,1,0,0,3,228,"324.6","429.6","234.0","98.8",16,"1.75","3.52","5.27","19.20",87,34,24,18,77,49,41,29,4,"",NA,"",NA,"",0.12,0,0.23,0.35,1.27,1.12,124,77,74,37,81,44,229,73,1.05,0.4,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Dwight McNeil"
100,100,224967,0,0,1,-1,2,2,"0.8","0.8",1,"Vitalii","0.8",260,FALSE,"","2023-12-14T18:00:09.068141Z",46,"224967.jpg","4.3","Mykolenko","5.6",FALSE,NA,"a",9,11,65,857853,43956,314827,77083,"0.2","14.1","Mykolenko",1347,2,1,5,19,0,0,0,1,0,0,7,269,"336.0","101.8","164.0","60.1",15,"1.31","0.53","1.84","20.14",78,25,198,48,125,12,127,25,NA,"",NA,"",NA,"",0.09,0,0.04,0.13,1.35,1.27,342,46,277,93,36,6,66,22,1,0.33,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Vitalii Mykolenko"
100,100,449871,0,0,-3,3,1,3,"4.0","4.0",2,"Amadou","4.0",261,FALSE,"","2023-11-17T13:30:09.300864Z",47,"449871.jpg","2.4","Onana","0.2",FALSE,NA,"a",9,11,39,19044,1036,30040,1304,"0.9","8.3","Onana",1313,1,0,3,22,0,0,0,2,0,0,3,184,"176.0","160.7","175.0","51.4",15,"1.51","1.00","2.51","21.22",233,95,132,91,117,75,161,85,NA,"",NA,"",NA,"",0.1,0,0.07,0.17,1.45,1.51,326,212,50,27,243,105,348,109,1.03,0.21,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Amadou Onana"
NA,NA,243571,0,0,-1,1,0,2,"1.8","1.8",0,"Nathan","1.8",262,FALSE,"",NA,44,"243571.jpg","1.8","Patterson","0.2",FALSE,NA,"a",9,11,33,22785,680,29599,1352,"0.4","7.5","Patterson",945,0,2,2,19,0,0,0,4,0,0,3,176,"195.2","131.5","24.0","35.2",9,"0.34","1.02","1.36","18.78",203,76,162,35,338,118,232,69,NA,"",NA,"",NA,"",0.03,0,0.1,0.13,1.79,1.81,534,115,188,64,318,115,334,130,0.86,0.19,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Nathan Patterson"
100,100,111234,1,-1,0,0,2,1,"3.0","3.0",2,"Jordan","3.0",263,FALSE,"","2023-12-08T13:30:09.008625Z",45,"111234.jpg","3.4","Pickford","9.3",FALSE,NA,"a",9,11,68,623932,57590,1103550,63261,"0.7","15.1","Pickford",1800,0,0,6,28,1,0,0,3,0,56,6,348,"441.2","40.2","0.0","48.1",20,"0.00","0.22","0.22","28.52",35,11,327,1,628,71,173,8,NA,"",NA,"",NA,"",0,2.8,0.01,0.01,1.43,1.4,362,18,104,11,100,15,42,8,1,0.3,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Jordan Pickford"
0,0,218997,0,0,0,0,0,4,"0.0","0.0",0,"Ellis","0.0",264,FALSE,"Transferred to Coventry City","2023-07-11T08:42:12.779256Z",45,"218997.jpg","0.0","Simms","0.0",FALSE,NA,"u",9,11,0,0,0,3604,36,"0.0","0.0","Simms",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",655,66,648,67,638,67,661,69,NA,"",NA,"",NA,"",0,0,0,0,0,0,384,68,585,54,665,70,687,96,0,0,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,99,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Ellis Simms"
100,100,17761,0,0,0,0,1,2,"2.0","2.0",0,"James","2.0",265,FALSE,"","2023-08-06T23:30:05.744451Z",45,"17761.jpg","3.3","Tarkowski","5.8",FALSE,NA,"a",9,11,66,823186,68301,442842,74720,"0.4","14.7","Tarkowski",1800,1,1,6,28,0,0,0,3,0,0,6,339,"465.8","143.3","186.0","79.8",20,"1.17","1.17","2.34","28.15",24,5,149,30,106,7,72,8,NA,"",NA,"",NA,"",0.06,0,0.06,0.12,1.41,1.4,349,49,166,54,107,25,63,20,1,0.3,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"James Tarkowski"
NA,NA,222627,0,0,-1,1,0,1,"0.0","0.0",0,"João","0.0",266,FALSE,"",NA,39,"222627.jpg","0.0","Neves Virgínia","0.5",FALSE,NA,"a",9,11,0,49575,231,55933,3160,"0.0","0.0","J.Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",506,48,490,31,463,21,512,48,NA,"",NA,"",NA,"",0,0,0,0,0,0,756,79,399,42,520,48,233,32,0,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"João Neves Virgínia"
NA,NA,11948,0,0,-1,1,0,1,"0.0","0.0",0,"Andy","0.0",579,FALSE,"",NA,39,"11948.jpg","0.0","Lonergan","0.1",FALSE,NA,"a",9,11,0,2352,138,3982,188,"0.0","0.0","Lonergan",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",488,35,468,14,440,4,494,35,NA,"",NA,"",NA,"",0,0,0,0,0,0,728,62,376,26,502,35,485,67,0,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Andy Lonergan"
25,0,18892,0,0,-1,1,0,2,"0.0","0.0",0,"Ashley","0.0",588,FALSE,"Muscle injury - 25% chance of playing","2023-12-10T23:00:10.810898Z",44,"18892.jpg","1.7","Young","0.3",FALSE,NA,"d",9,11,26,30416,67,73647,1456,"0.0","5.9","Young",1209,0,0,3,19,1,0,0,4,1,0,2,177,"147.6","238.6","28.0","41.6",15,"0.33","1.10","1.43","21.09",258,101,84,14,320,108,199,56,5,"",1,"",NA,"",0.02,0,0.08,0.1,1.57,1.41,481,85,524,217,332,118,301,114,1.12,0.22,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Ashley Young"
100,100,220307,0,0,-3,3,0,3,"0.8","0.8",1,"Arnaut","0.8",601,FALSE,"","2023-08-06T23:30:06.216908Z",52,"220307.jpg","1.7","Danjuma Groeneveld","0.1",FALSE,NA,"a",9,11,20,29666,435,38012,646,"0.2","3.8","Danjuma",436,1,0,0,10,0,0,0,0,0,0,0,42,"70.2","64.7","239.0","37.5",3,"2.31","0.21","2.52","7.75",349,152,270,148,75,47,221,108,NA,"",3,"",NA,"",0.48,0,0.04,0.52,1.6,2.06,160,99,288,132,339,147,378,122,0.62,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Arnaut Danjuma Groeneveld"
NA,NA,461421,0,0,0,0,0,3,"0.2","0.2",0,"Lewis","0.2",624,FALSE,"",NA,45,"461421.jpg","2.2","Dobbin","0.1",FALSE,NA,"a",9,11,13,10173,89,9217,462,"0.0","2.9","Dobbin",167,1,0,1,2,0,0,0,0,0,0,0,37,"55.6","13.5","43.0","11.1",1,"0.24","0.01","0.25","2.03",367,159,391,197,274,145,383,174,NA,"",NA,"",NA,"",0.13,0,0.01,0.14,1.09,1.08,419,240,359,163,264,114,494,166,0.54,0.54,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Lewis Dobbin"
100,100,491012,0,0,-2,2,0,4,"0.0","0.0",0,"Youssef","0.0",645,FALSE,"","2023-09-08T16:30:08.112251Z",48,"491012.jpg","0.9","Ramalho Chermiti","0.0",FALSE,NA,"a",9,11,6,5798,158,8529,287,"0.0","1.2","Y. Chermiti",46,0,0,0,2,0,0,0,1,0,0,0,13,"0.0","13.5","17.0","2.7",0,"0.29","0.03","0.32","1.47",730,85,392,51,368,53,449,54,NA,"",NA,"",NA,"",0.57,0,0.06,0.63,2.88,3.91,300,61,684,76,481,62,513,72,0,0,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,99,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Youssef Ramalho Chermiti"
0,0,461416,0,0,0,0,0,4,"0.0","0.0",0,"Thomas","0.0",649,FALSE,"Transferred to Leicester City","2023-09-02T08:53:38.905296Z",45,"461416.jpg","1.0","Cannon","0.0",FALSE,NA,"u",9,11,1,2480,0,3770,34,"0.0","0.2","Cannon",1,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.28",673,73,667,74,659,74,679,76,NA,"",NA,"",NA,"",0,0,0,0,25.2,0,418,76,605,61,433,52,611,84,0,0,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,99,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Thomas Cannon"
NA,NA,461446,0,0,0,0,0,3,"0.0","0.0",0,"Tyler","0.0",650,FALSE,"",NA,45,"461446.jpg","1.0","Onyango","0.0",FALSE,NA,"a",9,11,1,1535,20,1481,60,"0.0","0.2","Onyango",1,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",674,267,668,266,660,264,680,270,NA,"",NA,"",NA,"",0,0,0,0,0,0,420,241,606,226,434,195,666,263,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Tyler Onyango"
100,100,221399,0,0,0,0,1,3,"3.5","3.5",2,"Jack","3.5",661,FALSE,"","2023-08-24T14:00:07.654796Z",55,"221399.jpg","3.9","Harrison","0.2",FALSE,NA,"a",9,11,54,38687,4837,27663,3018,"0.6","9.8","Harrison",1116,2,3,6,13,0,0,0,0,0,0,3,171,"236.4","233.6","207.0","67.7",13,"2.13","1.42","3.55","16.07",165,71,87,66,91,61,105,68,NA,"",NA,"",NA,"",0.17,0,0.11,0.28,1.3,1.05,105,64,75,38,60,33,351,110,1.05,0.48,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Jack Harrison"
100,100,486385,0,0,-3,3,0,4,"1.2","1.2",1,"Norberto Bercique","1.2",691,FALSE,"","2023-11-30T23:30:09.105646Z",57,"486385.jpg","1.5","Gomes Betuncal","0.1",FALSE,NA,"a",9,11,23,60986,1223,53681,1606,"0.2","4.0","Beto",505,1,0,2,7,0,0,0,1,0,0,0,45,"64.4","78.0","180.0","31.5",5,"2.42","0.11","2.53","7.79",354,40,241,35,113,32,256,36,NA,"",NA,"",NA,"",0.43,0,0.02,0.45,1.39,1.25,90,28,251,34,366,43,372,56,0.89,0.36,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,99,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Norberto Bercique Gomes Betuncal"
NA,NA,447261,0,0,0,0,0,3,"0.0","0.0",0,"Mackenzie","0.0",719,FALSE,"",NA,45,"447261.jpg","0.0","Hunt","0.0",FALSE,NA,"a",9,11,0,942,30,718,50,"0.0","0.0","Hunt",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",669,265,662,264,654,262,675,268,NA,"",NA,"",NA,"",0,0,0,0,0,0,410,236,600,223,678,271,708,287,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Mackenzie Hunt"
NA,NA,491557,0,0,0,0,0,3,"0.0","0.0",0,"Jenson","0.0",760,FALSE,"",NA,45,"491557.jpg","0.0","Metcalfe","0.0",FALSE,NA,"a",9,11,0,58,21,32,19,"0.0","0.0","Metcalfe",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",689,278,683,277,676,276,695,281,NA,"",NA,"",NA,"",0,0,0,0,0,0,438,255,623,239,696,283,770,333,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Jenson Metcalfe"
NA,NA,491745,0,0,0,0,0,2,"0.0","0.0",0,"Elijah","0.0",761,FALSE,"",NA,40,"491745.jpg","0.0","Campbell","0.0",FALSE,NA,"a",9,11,0,466,182,175,86,"0.0","0.0","Campbell",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",574,217,559,215,534,206,581,217,NA,"",NA,"",NA,"",0,0,0,0,0,0,703,209,472,182,587,214,697,240,0,0,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,9,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1095,1100,1110,1140,1080,1110,7,"Elijah Campbell"
0,100,153133,0,0,-2,2,1,3,"0.0","1.5",2,"Alex","2.0",256,FALSE,"International Duty - Unknown return date","2023-12-30T22:30:09.707785Z",53,"153133.jpg","2.9","Iwobi","0.6",FALSE,NA,"i",10,54,53,137700,329,162540,37800,"0.4","10.0","Iwobi",1245,3,1,3,21,0,0,0,2,0,0,3,225,"262.8","316.9","302.0","88.3",14,"3.66","1.77","5.43","19.61",135,54,51,42,56,34,61,44,NA,"",NA,"",NA,"",0.26,0,0.13,0.39,1.42,1.52,136,84,181,80,159,73,225,70,1.01,0.22,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,10,0,"Fulham",0,0,0,"FUL",3,NA,FALSE,0,1095,1100,1050,1110,1060,1140,34,"Alex Iwobi"
