"chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","position.x","ep_next","ep_this","event_points","first_name","form.x","id.x","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90","plural_name","plural_name_short","singular_name","singular_name_short","squad_select","squad_min_play","squad_max_play","ui_shirt_specific","element_count","draw","form.y","id.y","loss","name","played","points","position.y","short_name","strength","team_division","unavailable","win","strength_overall_home","strength_overall_away","strength_attack_home","strength_attack_away","strength_defence_home","strength_defence_away","pulse_id","player"
100,100,230046,1,-1,1,-1,2,3,"5.0","5.0",10,"Douglas Luiz","5.0",43,FALSE,"","2023-12-09T20:00:09.137355Z",56,"230046.jpg","4.9","Soares de Paulo","10.1",FALSE,NA,"a",2,7,94,2044305,283479,1306073,83063,"0.9","16.8","Douglas Luiz",1653,6,3,4,26,0,0,0,5,0,0,18,403,"479.4","443.3","242.0","116.5",19,"4.99","2.33","7.32","24.01",22,7,23,17,74,46,28,17,1,"",1,"",1,"",0.27,0,0.13,0.4,1.31,1.42,97,60,31,19,20,14,39,13,1.03,0.22,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Douglas Luiz Soares de Paulo"
100,100,476344,0,0,0,0,0,4,"1.5","1.5",4,"Jhon","1.5",44,FALSE,"","2023-10-29T22:00:09.647546Z",50,"476344.jpg","1.8","Durán","0.2",FALSE,NA,"a",2,7,23,50400,839,45947,1558,"0.3","4.6","Duran",148,2,1,0,1,0,0,0,4,0,0,3,77,"81.2","30.5","69.0","17.7",0,"0.81","0.05","0.86","2.14",337,38,343,45,224,45,342,42,NA,"",NA,"",NA,"",0.49,0,0.03,0.52,1.3,0.61,206,46,218,28,327,41,336,53,0,0,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,99,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Jhon Durán"
NA,NA,123354,0,0,-1,1,0,2,"0.0","0.0",0,"Kortney","0.0",45,FALSE,"",NA,39,"123354.jpg","0.0","Hause","0.2",FALSE,NA,"a",2,7,0,12972,471,18504,1080,"0.0","0.0","Hause",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",497,177,479,175,452,164,503,176,NA,"",NA,"",NA,"",0,0,0,0,0,0,742,236,388,136,511,175,329,127,0,0,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Kortney Hause"
100,100,490094,0,0,-1,1,0,3,"0.2","0.2",0,"Tim","0.2",46,FALSE,"","2023-08-10T15:00:04.998490Z",44,"490094.jpg","1.0","Iroegbunam","0.0",FALSE,NA,"a",2,7,1,1522,68,3736,114,"0.0","0.2","Iroegbunam",4,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.6","0.0","0.0",0,"0.00","0.00","0.00","0.09",641,248,448,219,615,243,646,251,NA,"",NA,"",NA,"",0,0,0,0,2.02,0,553,310,354,160,425,188,609,231,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Tim Iroegbunam"
100,0,226944,0,0,0,0,0,3,"0.5","0.0",0,"Boubacar","0.5",47,FALSE,"","2023-12-17T21:30:08.114524Z",50,"226944.jpg","1.9","Kamara","0.1",FALSE,NA,"a",2,7,31,14360,367,18057,343,"0.1","6.2","Kamara",1347,0,1,5,18,0,0,0,6,1,0,1,200,"215.4","263.9","36.0","51.7",16,"0.13","1.21","1.34","19.12",182,74,68,52,294,157,159,83,NA,"",NA,"",NA,"",0.01,0,0.08,0.09,1.28,1.2,199,124,326,147,313,131,416,137,1.07,0.33,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Boubacar Kamara"
NA,NA,199798,0,0,1,-1,0,2,"0.8","0.8",0,"Ezri","0.8",48,FALSE,"",NA,46,"199798.jpg","2.5","Konsa Ngoyo","3.2",FALSE,NA,"a",2,7,51,380196,36097,167530,43635,"0.2","11.1","Konsa",1758,0,1,4,27,0,0,0,5,0,0,4,327,"324.2","101.8","120.0","54.8",20,"1.74","0.75","2.49","25.06",88,30,197,47,156,21,144,32,NA,"",NA,"",NA,"",0.09,0,0.04,0.13,1.28,1.38,336,44,275,92,226,74,108,44,1.02,0.2,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Ezri Konsa Ngoyo"
100,100,98980,0,0,2,-2,0,1,"1.5","1.5",1,"Emiliano","1.5",49,FALSE,"","2023-11-24T19:00:09.689065Z",52,"98980.jpg","3.2","Martínez Romero","12.1",FALSE,NA,"a",2,7,61,1122204,85530,727363,96189,"0.3","11.7","Martinez",1710,0,0,4,26,1,0,0,4,0,56,9,348,"464.0","10.0","0.0","47.4",19,"0.00","0.00","0.00","24.60",27,9,407,6,753,85,178,10,NA,"",NA,"",NA,"",0,2.95,0,0,1.29,1.37,151,5,219,19,122,17,33,7,1,0.21,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Emiliano Martínez Romero"
100,100,122806,0,0,1,-1,0,3,"3.0","3.0",1,"John","3.0",50,FALSE,"","2023-11-20T10:00:08.648383Z",56,"122806.jpg","3.9","McGinn","1.9",FALSE,NA,"a",2,7,78,296096,19035,159051,35716,"0.5","13.9","McGinn",1706,5,2,4,25,0,0,0,5,0,0,8,302,"407.2","450.9","247.0","110.7",20,"2.95","3.06","6.01","22.53",48,17,22,16,71,45,31,20,3,"",NA,"",NA,"",0.16,0,0.16,0.32,1.19,1.32,92,56,115,56,61,34,140,42,1.06,0.21,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"John McGinn"
0,0,149484,0,0,-4,4,0,2,"0.0","0.0",0,"Tyrone","0.0",51,FALSE,"Knee injury - Unknown return date","2023-08-12T21:30:06.077936Z",41,"149484.jpg","0.0","Mings","1.2",FALSE,NA,"i",2,7,0,10208,106,1068425,2536,"0.0","0.0","Mings",30,0,0,0,2,0,0,0,0,0,0,0,5,"3.6","13.0","5.0","2.2",1,"0.01","0.16","0.17","1.08",464,168,393,143,408,147,451,159,NA,"",NA,"",NA,"",0.03,0,0.48,0.51,3.24,6,633,162,495,201,610,233,173,67,3,0,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Tyrone Mings"
100,0,111782,0,0,-1,1,0,1,"0.0","0.0",0,"Robin","0.0",53,FALSE,"","2023-12-29T16:00:09.710707Z",39,"111782.jpg","2.0","Olsen","0.6",FALSE,NA,"a",2,7,2,25308,169,54388,4343,"0.0","0.5","Olsen",90,0,0,0,1,0,0,0,0,0,1,0,12,"12.0","0.0","0.0","1.2",1,"0.00","0.00","0.00","0.73",441,33,478,21,451,11,467,33,NA,"",NA,"",NA,"",0,1,0,0,0.73,1,741,69,387,32,281,31,223,31,1,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Robin Olsen"
0,0,481624,0,0,0,0,0,3,"0.0","0.0",0,"Jaden","0.0",54,FALSE,"Transferred to Hull City","2023-09-02T08:48:12.680336Z",45,"481624.jpg","1.0","Philogene-Bidace","0.1",FALSE,NA,"u",2,7,1,3755,0,14479,99,"0.0","0.2","Philogene",3,0,0,0,1,0,0,0,0,0,0,0,3,"0.4","0.3","2.0","0.3",0,"0.00","0.00","0.00","0.65",482,222,454,222,429,213,480,219,NA,"",NA,"",NA,"",0,0,0,0,19.5,30,429,249,615,234,436,197,501,171,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Jaden Philogene-Bidace"
100,100,232653,0,0,-1,1,0,3,"1.5","1.5",1,"Jacob","1.5",55,FALSE,"","2023-10-04T15:30:08.354887Z",59,"232653.jpg","1.7","Ramsey","0.1",FALSE,NA,"a",2,7,17,16355,1492,20462,1428,"0.3","2.9","J.Ramsey",478,1,0,0,7,0,0,0,2,0,0,0,48,"78.4","84.1","104.0","26.8",4,"0.77","0.86","1.63","5.26",339,147,231,134,174,103,288,137,NA,"",NA,"",NA,"",0.14,0,0.16,0.3,0.99,1.32,68,43,224,102,341,149,397,128,0.75,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Jacob Ramsey"
0,0,122775,0,0,0,0,0,3,"0.0","0.0",0,"Morgan","0.0",56,FALSE,"Joined OGC Nice on a season-long loan","2023-07-26T11:26:30.137805Z",45,"122775.jpg","0.0","Sanson","0.0",FALSE,NA,"u",2,7,0,0,0,614,5,"0.0","0.0","Sanson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",648,253,641,252,631,250,654,256,NA,"",NA,"",NA,"",0,0,0,0,0,0,365,222,577,211,658,260,730,302,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Morgan Sanson"
0,0,248164,0,0,0,0,0,1,"0.0","0.0",0,"Viljami","0.0",57,FALSE,"Joined Exeter City on a season-long loan","2023-07-20T08:38:58.947431Z",40,"248164.jpg","0.0","Sinisalo","0.0",FALSE,NA,"u",2,7,0,0,0,369,6,"0.0","0.0","Sinisalo",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",549,68,535,52,509,42,557,68,NA,"",NA,"",NA,"",0,0,0,0,0,0,674,48,446,61,562,68,738,85,0,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Viljami Sinisalo"
75,0,166989,0,0,-4,4,0,3,"0.0","0.0",0,"Youri","0.0",58,FALSE,"Calf injury - 75% chance of playing","2023-12-15T09:30:09.215067Z",56,"166989.jpg","1.8","Tielemans","0.4",FALSE,NA,"d",2,7,29,22705,45,97632,1602,"0.0","5.2","Tielemans",555,0,3,1,7,0,0,0,0,0,0,0,119,"122.0","106.3","42.0","27.2",4,"0.26","0.76","1.02","9.85",288,119,190,118,278,146,286,136,NA,"",NA,"",NA,"",0.04,0,0.12,0.16,1.6,1.14,93,57,746,324,329,141,247,79,0.65,0.16,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Youri Tielemans"
0,0,110504,0,0,0,0,0,3,"0.0","0.0",0,"Bertrand","0.0",59,FALSE,"International Duty - Unknown return date","2023-12-30T22:30:09.230940Z",50,"110504.jpg","1.0","Traoré","0.0",FALSE,NA,"i",2,7,2,1452,15,3363,65,"0.0","0.4","Bertrand Traoré",10,0,0,0,0,0,0,0,0,0,0,0,6,"3.0","0.0","0.0","0.3",0,"0.00","0.00","0.00","0.77",473,215,742,319,740,319,484,221,NA,"",NA,"",NA,"",0,0,0,0,6.93,0,176,108,708,297,462,215,643,248,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Bertrand Traoré"
100,100,178301,1,-1,9,-9,3,4,"5.2","5.2",8,"Ollie","5.2",60,TRUE,"","2023-11-30T23:30:07.866054Z",89,"178301.jpg","6.0","Watkins","55.9",FALSE,NA,"a",2,7,120,6179350,374423,2958670,115055,"0.6","13.5","Watkins",1759,9,11,4,27,0,0,0,3,0,0,14,406,"537.2","372.5","759.0","167.0",20,"8.89","2.77","11.66","24.61",13,2,33,2,4,3,4,1,NA,"",NA,"",2,"",0.45,0,0.14,0.59,1.26,1.38,7,3,24,5,5,2,2,1,1.02,0.2,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,99,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Ollie Watkins"
0,0,213345,0,0,0,0,0,4,"0.0","0.0",0,"Wesley","0.0",61,FALSE,"Permanent transfer to Stoke","2023-07-31T07:08:09.572672Z",50,"213345.jpg","0.0","Moraes Ferreira da Silva","0.0",FALSE,NA,"u",2,7,0,0,0,780,2,"0.0","0.0","Wesley",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",752,89,749,89,747,89,752,89,NA,"",NA,"",NA,"",0,0,0,0,0,0,195,45,716,81,752,89,720,98,0,0,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,99,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Wesley Moraes Ferreira da Silva"
75,100,244954,0,0,2,-2,1,2,"0.6","0.8",1,"Pau","0.8",584,FALSE,"Ankle injury - 75% chance of playing","2024-01-06T01:00:10.913044Z",47,"244954.jpg","3.4","Torres","5.1",FALSE,NA,"d",2,7,61,847081,33505,586763,101815,"0.2","13.0","Pau",1517,2,0,4,20,0,0,0,1,0,0,4,308,"313.2","122.2","103.0","53.9",16,"0.88","0.54","1.42","21.75",97,35,177,40,175,32,148,36,NA,"",NA,"",NA,"",0.05,0,0.03,0.08,1.29,1.19,323,41,280,95,102,22,76,25,0.95,0.24,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Pau Torres"
100,100,243557,0,0,1,-1,2,3,"3.2","3.2",7,"Moussa","3.2",599,FALSE,"","2023-09-30T23:00:09.545623Z",66,"243557.jpg","4.2","Diaby","9.3",FALSE,NA,"a",2,7,85,2314148,112442,2084739,72423,"0.5","12.9","Diaby",1286,4,7,4,20,0,0,0,0,0,0,5,252,"298.2","363.2","435.0","109.6",16,"4.29","2.65","6.94","16.26",108,42,35,28,31,17,33,22,NA,"",NA,"",NA,"",0.3,0,0.19,0.49,1.14,1.4,44,26,92,48,43,26,43,15,1.12,0.28,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Moussa Diaby"
NA,NA,549068,0,0,0,0,0,3,"0.0","0.0",0,"Omari","0.0",618,FALSE,"",NA,45,"549068.jpg","0.0","Kellyman","0.1",FALSE,NA,"a",2,7,0,6916,105,7563,326,"0.0","0.0","Kellyman",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",712,295,709,295,703,295,718,298,NA,"",NA,"",NA,"",0,0,0,0,0,0,471,279,650,257,718,299,511,177,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Omari Kellyman"
NA,NA,462381,0,0,0,0,0,1,"0.0","0.0",0,"Filip","0.0",670,FALSE,"",NA,40,"462381.jpg","0.0","Marschall","0.0",FALSE,NA,"a",2,7,0,3099,194,2084,231,"0.0","0.0","Marschall",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",563,73,549,57,523,47,571,73,NA,"",NA,"",NA,"",0,0,0,0,0,0,690,53,461,66,577,73,567,73,0,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Filip Marschall"
100,100,245414,0,0,-1,1,0,3,"1.8","1.8",0,"Nicolò","1.8",672,FALSE,"","2023-11-24T19:00:11.309259Z",54,"245414.jpg","1.3","Zaniolo","0.1",FALSE,NA,"a",2,7,17,12888,255,11570,494,"0.3","3.1","Zaniolo",497,1,0,1,7,0,0,0,4,0,0,0,3,"71.0","72.4","222.0","36.1",7,"1.68","0.53","2.21","7.10",345,150,252,141,81,52,228,112,NA,"",NA,"",NA,"",0.3,0,0.1,0.4,1.29,1.27,123,76,200,90,385,174,499,169,1.27,0.18,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Nicolò Zaniolo"
0,0,516159,0,0,0,0,0,1,"0.0","0.0",0,"Oliwier","0.0",686,FALSE,"On loan to Puszcza Niepolomice","2023-09-11T14:12:20.141802Z",40,"516159.jpg","0.0","Zych","0.1",FALSE,NA,"u",2,7,0,6697,0,5695,184,"0.0","0.0","Zych",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",584,79,570,63,545,53,591,79,NA,"",NA,"",NA,"",0,0,0,0,0,0,714,59,482,72,597,79,509,69,0,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Oliwier Zych"
NA,NA,171101,0,0,0,0,0,2,"2.0","2.0",2,"Clément","2.0",699,FALSE,"",NA,45,"171101.jpg","2.7","Lenglet","0.1",FALSE,NA,"a",2,7,8,15432,2966,7291,1895,"0.4","1.8","Lenglet",241,0,1,0,5,0,0,0,0,0,0,0,48,"49.8","29.8","8.0","8.7",3,"0.00","0.44","0.44","2.50",376,144,348,123,400,143,400,142,NA,"",NA,"",NA,"",0,0,0.16,0.16,0.93,1.87,371,62,168,55,184,53,385,147,1.12,0,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Clément Lenglet"
NA,NA,564505,0,0,0,0,0,1,"0.0","0.0",0,"Sam","0.0",765,FALSE,"",NA,40,"564505.jpg","0.0","Proctor","0.0",FALSE,NA,"a",2,7,0,169,60,75,42,"0.0","0.0","Proctor",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",593,81,579,65,555,55,600,81,NA,"",NA,"",NA,"",0,0,0,0,0,0,724,61,491,74,606,81,746,86,0,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Sam Proctor"
NA,NA,515599,0,0,0,0,0,3,"0.0","0.0",0,"Tommi","0.0",767,FALSE,"",NA,45,"515599.jpg","0.0","O'Reilly","0.0",FALSE,NA,"a",2,7,0,125,46,49,26,"0.0","0.0","O'Reilly",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",701,288,697,288,690,287,707,291,NA,"",NA,"",NA,"",0,0,0,0,0,0,454,268,637,250,708,293,760,324,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,2,0,"Aston Villa",0,0,0,"AVL",3,NA,FALSE,0,1130,1235,1120,1220,1130,1250,2,"Tommi O'Reilly"
0,0,444180,0,0,-1,1,0,3,"0.0","0.0",0,"Jaidon","0.0",62,FALSE,"Season-long loan to Leeds United","2023-09-03T20:09:06.556250Z",49,"444180.jpg","1.0","Anthony","0.0",FALSE,NA,"u",3,91,3,1618,0,12737,50,"0.0","0.6","Anthony",151,0,0,0,5,0,0,0,1,0,0,0,4,"9.0","4.6","16.0","3.0",2,"0.07","0.02","0.09","4.44",452,202,418,209,374,187,444,206,NA,"",NA,"",NA,"",0.04,0,0.01,0.05,2.65,2.98,261,165,704,294,460,213,532,187,1.19,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Jaidon Anthony"
100,100,168991,0,0,-3,3,0,3,"1.8","2.3",1,"Philip","2.3",63,FALSE,"","2023-11-12T02:30:08.229472Z",52,"168991.jpg","2.8","Billing","0.4",FALSE,NA,"a",3,91,50,63438,1589,102385,4784,"0.4","9.6","Billing",1161,2,3,1,30,0,0,0,3,0,0,3,191,"266.2","243.8","217.0","72.7",12,"2.08","1.74","3.82","24.97",132,52,81,63,85,55,88,62,NA,"",1,"",NA,"",0.16,0,0.13,0.29,1.94,2.33,157,97,146,67,176,79,259,82,0.93,0.08,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Philip Billing"
NA,NA,111317,-1,1,-3,3,0,3,"1.5","2.0",1,"David","2.0",64,FALSE,"",NA,47,"111317.jpg","1.8","Brooks","0.1",FALSE,NA,"a",3,91,22,9340,95,14331,334,"0.4","4.7","Brooks",250,1,1,0,4,0,0,0,1,0,0,2,65,"82.2","93.9","105.0","28.1",2,"1.94","0.42","2.36","5.43",334,143,212,126,172,102,276,129,NA,"",NA,"",NA,"",0.7,0,0.15,0.85,1.95,1.44,310,201,171,73,320,134,481,160,0.72,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"David Brooks"
100,100,158499,0,0,0,0,0,3,"1.5","2.0",2,"Ryan","2.0",65,FALSE,"","2023-08-06T23:30:05.398527Z",50,"158499.jpg","2.5","Christie","0.1",FALSE,NA,"a",3,91,47,19825,485,16480,1155,"0.4","9.4","Christie",1480,0,2,5,28,0,0,0,2,0,0,3,206,"271.2","323.4","212.0","80.9",18,"0.87","2.23","3.10","24.57",127,49,49,40,88,58,68,49,4,"",NA,"",NA,"",0.05,0,0.14,0.19,1.49,1.7,184,112,178,77,232,101,461,153,1.09,0.3,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Ryan Christie"
100,50,155408,0,0,0,0,0,3,"0.5","0.5",2,"Lewis","1.0",66,FALSE,"","2023-12-23T22:30:08.669674Z",50,"155408.jpg","2.1","Cook","0.0",FALSE,NA,"a",3,91,30,2630,93,3983,187,"0.2","6.0","L.Cook",1089,0,1,4,21,0,0,0,1,1,0,2,183,"208.4","284.6","20.0","51.4",13,"0.07","1.27","1.34","23.26",191,79,56,45,354,178,162,86,3,"",NA,"",NA,"",0.01,0,0.1,0.11,1.92,1.74,182,111,261,120,277,116,596,224,1.07,0.33,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Lewis Cook"
0,0,244085,0,0,0,0,0,3,"0.0","0.0",0,"Siriki","0.0",67,FALSE,"Permanent Transfer to Birmingham","2023-07-17T06:20:36.127600Z",45,"244085.jpg","0.0","Dembélé","0.0",FALSE,NA,"u",3,91,0,0,0,389,3,"0.0","0.0","Siriki",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",660,258,653,257,644,255,666,261,NA,"",NA,"",NA,"",0,0,0,0,0,0,397,229,591,216,670,265,751,316,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Siriki Dembélé"
